experiment,scenario,num_workers,strategy,strategy_label,avg_l_qo,avg_l_kv,makespan_ns,num_steps,avg_step_latency_ns,throughput_tokens_per_s,lir
rq1_distribution,uniform,108,FLASH_ATTENTION,Flash Attention,116.30787037037037,125.38194444444444,116818,2272,51.416373239436616,1509245150.57611,6.027017398016745
rq1_distribution,uniform,108,FLASH_DECODING,Flash Decoding,116.30787037037037,125.38194444444444,187270,2272,82.42517605633803,941458856.1969348,1.0163104245595371
rq1_distribution,uniform,108,LEAN_ATTENTION,Lean Attention,116.30787037037037,125.38194444444444,30539,2272,13.441461267605634,5773175284.063002,1.1175327251090836
rq1_distribution,uniform,108,FLASH_INFER,Flash Infer,116.30787037037037,125.38194444444444,40651,2272,17.892165492957748,4337088878.502374,1.1265428435793972
rq1_distribution,skewed,108,FLASH_ATTENTION,Flash Attention,202.36805555555554,1105.3564814814815,794847,2272,349.8446302816901,209636571.5666034,6.520424014037914
rq1_distribution,skewed,108,FLASH_DECODING,Flash Decoding,202.36805555555554,1105.3564814814815,304774,2272,134.14348591549296,546729707.9147171,1.0239360449864463
rq1_distribution,skewed,108,LEAN_ATTENTION,Lean Attention,202.36805555555554,1105.3564814814815,388613,2272,171.04445422535213,428778759.3312627,5.397577599063376
rq1_distribution,skewed,108,FLASH_INFER,Flash Infer,202.36805555555554,1105.3564814814815,427434,2272,188.13116197183098,389835623.74542034,1.063893198845962
